ReturnId	ShipmentItemId	PkgID	Asin	FCSku	FNSku	LPN	BOL
5298051871552	551389830983	spe0147DGbc	B01LWV11IO	ZZWNEYJK1Q	B01LWV11IO	LPNHE579910596	H1020780286051401044
5296900474552	637373052174	spL1jlPIj0I	B09CYX24GQ	ZZWGW465ZY	X001FL6WTJ	LPNHE645100803	AA0156171707
5296900474552	637373053174	spL1jlPIj0I	B09CZ42SKH	ZZWGWRLBFK	X001FA37LV	LPNHE644226658	AA0156171707
5296616521552	637374215174	spL1IO100lL	B09MPT6XF8	ZZWH65EDJI	X001H71DGN	LPNHE641528527	AA0156188434
5293434724552	637374075174	spL1IN143ln	B09PDGWC2X	ZZWH6FJREE	X001HTG3NT	LPNHE645939009	AA0156116738
5292983281552	228167754175	spL1jk9m6in	B095KL96QC	ZZWHHR2LBM	X001DQAQC5	LPNIC051761188	H1023050001382401044
5292983281552	228167755175	spL1jk9m6in	B095KJRM9D	ZZWHJA2YX2	B095KJRM9D	LPNHE641303248	H1023050001382401044
5292983281552	228167756175	spL1jk9m6in	B095KJRM9D	ZZWHD4157U	B095KJRM9D	LPNHE650208216	H1023050001382401044
5292980021552	228168295175	spL1jk9m6j0	B083BNXX9S	ZZWH7RNQ20	X0014NX633	LPNA014839438	H1023050001352901044
5292980021552	228168296175	spL1jk9m6j0	B083BNXX9S	ZZWHC9KVA8	X0014NX633	LPNIC062436554	H1023050001352901044
5292985233552	228168621175	spL1jk9m6Im	B08H54R11Y	ZZWHJXAQ5C	X001A1M8QF	LPNHE655415151	H1023050001388801044
5292985233552	228168942175	spL1jk9m6Im	B082NNZRSK	ZZWHKX25AK	X001HKTRC7	LPNHE641488272	H1023050001388801044
5292985233552	228168943175	spL1jk9m6Im	B09223XP9D	ZZWHIFKUS4	X001CTC9ZP	LPNHE641027045	H1023050001388801044
5299065684552	918725968143	spL197Lm1k2	B09MKGX837	ZZWJ8L2ZOI	X001HA5WV7	LPNHE637021957	H1020200500303401044
5299065684552	918725969143	spL197Lm1k2	B09MKJKPF9	ZZWJCEYIEQ	X001HA5WQ7	LPNHE636992008	H1020200500303401044
5292903988552	228174623175	spL1Imj73oP	B08NVPSH2H	ZZWHILL9Y2	X0019W7BMV	LPNIC062525325	JJD000390000541121957
5292903988552	228174624175	spL1Imj73oP	B0094RUPM8	ZZWHDEGEFS	X000JKVVQL	LPNHE637955532	JJD000390000541121957
5292903988552	228174625175	spL1Imj73oP	B00AZV6OO0	ZZWHACPVGG	X000K34KH9	LPNHE649980421	JJD000390000541121957
5292903988552	228174626175	spL1Imj73oP	B076D894P5	ZZWHJUYDM2	X000REJ9R7	LPNHE640687377	JJD000390000541121957
5292903988552	228174627175	spL1Imj73oP	B082V2BPB7	ZZWHI80A1S	X0014GMODX	LPNIC062531130	JJD000390000541121957
5292903988552	228174628175	spL1Imj73oP	B08NT9C4M8	ZZWHHZ4ILA	X0019VYSZ5	LPNA017081876	JJD000390000541121957
5292903988552	228174629175	spL1Imj73oP	B00OGA90EM	ZZWHK6SFCE	X000KEU3CT	LPNHE651482242	JJD000390000541121957
5292903988552	228174630175	spL1Imj73oP	B08QJPLWM5	ZZWHHZPH10	X001AREYK7	LPNHE641248008	JJD000390000541121957
5292903988552	228174631175	spL1Imj73oP	B08NTB8RFB	ZZWHADUCD2	X0019VYUYT	LPNHE649436164	JJD000390000541121957
5292903988552	228174632175	spL1Imj73oP	B00FFZUJXI	ZZWH8KUQV0	X000K0TJT1	LPNA016607896	JJD000390000541121957
5292903988552	228174633175	spL1Imj73oP	B0094RUJ1K	ZZWH9VRQ3O	X000K24UQ1	LPNHE643305402	JJD000390000541121957
5292903988552	228174634175	spL1Imj73oP	B0094RVG76	ZZWH9MEP8C	X000K2FK1Z	LPNA014568274	JJD000390000541121957
5292903988552	228174635175	spL1Imj73oP	B0094RVBLW	ZZWHKUL4FK	X000JZSD4T	LPNHE640278449	JJD000390000541121957
5292903988552	228174636175	spL1Imj73oP	B0843S9NP7	ZZWHILHESC	X0014ZFVEN	LPNHE641072120	JJD000390000541121957
5292903988552	228174637175	spL1Imj73oP	B00G589T0I	ZZWHII4BZO	X000KCLC85	LPNHE639879446	JJD000390000541121957
5292903988552	228174638175	spL1Imj73oP	B00MEEA1YK	ZZWHD724SG	X0016FS6LB	LPNHE651191347	JJD000390000541121957
5292903988552	228174639175	spL1Imj73oP	B08H8QQKLX	ZZWHH23G6Q	X0018C3ZYP	LPNHE650122027	JJD000390000541121957
5292903988552	228174640175	spL1Imj73oP	B08SBYV5G2	ZZWHIDVLGG	X001AVC3R9	LPNA014259851	JJD000390000541121957
5292903988552	228174641175	spL1Imj73oP	B07X91P741	ZZWHHJZEO6	X0012RQGIN	LPNA014269080	JJD000390000541121957
5292903988552	228174642175	spL1Imj73oP	B087X9V17J	ZZWHHI8M3M	X0016D7AN3	LPNHE655205935	JJD000390000541121957
5293034088552	228174567175	spL1jk9m6il	B094QRCK6P	ZZWHCTHM96	X001HZEUER	LPNHE653999906	JJD000390000541121971
5293034088552	228174568175	spL1jk9m6il	B094QRCK6P	ZZWHDUI3NS	X001HZEUER	LPNHE649859977	JJD000390000541121971
5293034088552	228174569175	spL1jk9m6il	B094QRCK6P	ZZWHI5O4GI	X001HZEUER	LPNHE655765274	JJD000390000541121971
5293034088552	228174570175	spL1jk9m6il	B094QRCK6P	ZZWHIOR1GY	X001HZEUER	LPNHE641224754	JJD000390000541121971
5293034088552	228174571175	spL1jk9m6il	B094QRCK6P	ZZWHJRD5WY	X001HZEUER	LPNHE641245152	JJD000390000541121971
5293034088552	228174572175	spL1jk9m6il	B094QRCK6P	ZZWHJS4AM2	X001HZEUER	LPNHE641748178	JJD000390000541121971
5293201845552	228174669175	spL1jk9m6iN	B08QRQJM55	ZZWHH1VMPE	X001EUKOTZ	LPNHE641146547	JJD000390000541121867
5293201845552	228174670175	spL1jk9m6iN	B08QRQJM55	ZZWHH22964	X001EUKOTZ	LPNHE641146549	JJD000390000541121867
5293201845552	228174671175	spL1jk9m6iN	B099DYTTMR	ZZWH81NTWM	X001EO4L6X	LPNHE649279345	JJD000390000541121867
5292707961552	228176234175	spL1jk9m79k	B08MT82LGC	ZZWHJWWG10	X001BUWDSX	LPNHE655415178	JJD000390000541121938
5292707961552	228176235175	spL1jk9m79k	B08PFRGB53	ZZWHCOY0EG	X001AA8LVH	LPNHE648001983	JJD000390000541121938
5291751274552	426390590984	spL199Ij466	B083KL3HNT	ZZWI40U956	B083KL3HNT	LPNHE632648022	00340312891830049142
5291751274552	426390600984	spL199Ij466	B07YX3KNSC	ZZWIQPBGL0	B07YX3KNSC	LPNHE633596684	00340312891830049142
5291751274552	426390610984	spL199Ij466	B07YNN4Z8P	ZZWHLLUVC0	B07YNN4Z8P	LPNHE655206691	00340312891830049142
5291751274552	426390620984	spL199Ij466	B07YZDLH8H	ZZWHATFGO6	B07YZDLH8H	LPNHE650262387	00340312891830049142
5291751274552	426390630984	spL199Ij466	B07YNN4Z8P	ZZWHLCT9CC	B07YNN4Z8P	LPNHE639914651	00340312891830049142
5291775635552	426392460984	spL199Ij4In	B087QF46HP	ZZWHMTWJ7G	X0016A1VVD	LPNHE654112998	00340312891830049225
5291775635552	426392470984	spL199Ij4In	B07S7MFF51	ZZWHMTYE56	X00115HMCF	LPNHE627495507	00340312891830049225
5291775635552	426392480984	spL199Ij4In	B07S7MFF51	ZZWIGXUPPA	X00115HMCF	LPNHL982011519	00340312891830049225
5291775635552	426392490984	spL199Ij4In	B07S7MFF51	ZZWRH0N2U8	X00115HMCF	LPNHK061401977	00340312891830049225
5291775635552	426392500984	spL199Ij4In	B07S7MFF51	ZZWRO797XA	X00115HMCF	LPNHE422374214	00340312891830049225
5291775635552	426392510984	spL199Ij4In	B07S7MFF51	ZZWHU5VC8Y	X00115HMCF	LPNIC019540391	00340312891830049225
5291775635552	426392520984	spL199Ij4In	B07S7MZZ51	ZZWLGMJ9DC	X00188YWLT	LPNHE601746746	00340312891830049225
5293027369552	228177508175	spL18jMIl1I	B093RMBMD1	ZZWHDWQH3O	X001DR4UD5	LPNHE651481238	JJD000390000814274054
5293027369552	228177509175	spL18jMIl1I	B09QSM9GCJ	ZZWH9PTCZ0	X001I747XN	LPNIC062496304	JJD000390000814274054
5293027369552	228177510175	spL18jMIl1I	B09QSM9GCJ	ZZWHGZO74Y	X001I747XN	LPNA014373136	JJD000390000814274054
5293027369552	228177511175	spL18jMIl1I	B09QSM9GCJ	ZZWHGZPKOA	X001I747XN	LPNA014373137	JJD000390000814274054
5293027369552	228177512175	spL18jMIl1I	B09QSM9GCJ	ZZWHIDXK92	X001I747XN	LPNA014051764	JJD000390000814274054
5293027369552	228177513175	spL18jMIl1I	B09QSM9GCJ	ZZWHMSR8ZA	X001I747XN	LPNHE586480682	JJD000390000814274054
5291903486552	228178104175	spL1Ip6pN22	B09MZXZ8BC	ZZWHQGR8YY	X001HC26ZZ	LPNHE655378065	00340312891070066450
5291903486552	228178105175	spL1Ip6pN22	B09MZXZ8BC	ZZWHR64CJC	X001HC26ZZ	LPNHE651809152	00340312891070066450
5288893221552	228178332175	spL18jMLl7k	B09G9LC61Q	ZZWHMZMKC4	X001FRXCZP	LPNHE655259400	00340312891070066429
5291903486552	228177719175	spL1Ip6pN22	B09MZXZ8BC	ZZWHCZSEQ0	X001HC26ZZ	LPNHE651411426	00340312891070066450
5291903486552	228177720175	spL1Ip6pN22	B09MZXZ8BC	ZZWHD4BCVY	X001HC26ZZ	LPNHE649789458	00340312891070066450
5291903486552	228177721175	spL1Ip6pN22	B09MZXZ8BC	ZZWHDJ5IPK	X001HC26ZZ	LPNHE649536817	00340312891070066450
5291903486552	228178082175	spL1Ip6pN22	B09MZXZ8BC	ZZWHHYL2LA	X001HC26ZZ	LPNHE641116486	00340312891070066450
5291903486552	228178083175	spL1Ip6pN22	B09MZXZ8BC	ZZWHI2I4PS	X001HC26ZZ	LPNHE641282525	00340312891070066450
5291903486552	228178084175	spL1Ip6pN22	B09MZXZ8BC	ZZWHIM4S2G	X001HC26ZZ	LPNHE650091412	00340312891070066450
5291903486552	228178085175	spL1Ip6pN22	B09MZXZ8BC	ZZWHKCQ5PM	X001HC26ZZ	LPNHE656205846	00340312891070066450
5291903486552	228178086175	spL1Ip6pN22	B09MZXZ8BC	ZZWHKQRXJK	X001HC26ZZ	LPNHE629320194	00340312891070066450
5291903486552	228178087175	spL1Ip6pN22	B09MZXZ8BC	ZZWHLQLUNO	X001HC26ZZ	LPNHE656204935	00340312891070066450
5291903486552	228178088175	spL1Ip6pN22	B09MZXZ8BC	ZZWHN9W6JQ	X001HC26ZZ	LPNHE590934215	00340312891070066450
5291903486552	228178089175	spL1Ip6pN22	B09MZXZ8BC	ZZWHO7RXFE	X001HC26ZZ	LPNHE654630562	00340312891070066450
5291903486552	228178090175	spL1Ip6pN22	B09NSJB6P9	ZZWHDAOP0S	B09NSJB6P9	LPNHE649458707	00340312891070066450
5291903486552	228178091175	spL1Ip6pN22	B09NSJB6P9	ZZWHKAFHH6	B09NSJB6P9	LPNHE641563793	00340312891070066450
5291903486552	228178092175	spL1Ip6pN22	B09W8QLRM9	ZZWHD4JT4Q	X001JJD19V	LPNHE649646334	00340312891070066450
5291903486552	228178093175	spL1Ip6pN22	B09W8QLRM9	ZZWHH91MS8	X001JJD19V	LPNHE641146156	00340312891070066450
5291903486552	228178094175	spL1Ip6pN22	B09W8QLRM9	ZZWHIQHDVK	X001JJD19V	LPNHE655901873	00340312891070066450
5291903486552	228178095175	spL1Ip6pN22	B09W8QLRM9	ZZWHKTW9LO	X001JJD19V	LPNHE651697367	00340312891070066450
5291903486552	228178096175	spL1Ip6pN22	B09W8QLRM9	ZZWHL4BK90	X001JJD19V	LPNHE641476148	00340312891070066450
5291903486552	228178097175	spL1Ip6pN22	B09W8QLRM9	ZZWHN5G5EC	X001HOPSHV	LPNHE599400188	00340312891070066450
5291903486552	228178098175	spL1Ip6pN22	B09W8QLRM9	ZZWHNACNIY	X001HOPSHV	LPNHE590737987	00340312891070066450
5291903486552	228178099175	spL1Ip6pN22	B09W8QLRM9	ZZWHOXK1P2	X001HOPSHV	LPNHE654199980	00340312891070066450
5291903486552	228178100175	spL1Ip6pN22	B09NSJB6P9	ZZWHK9UVGO	B09NSJB6P9	LPNHE641563795	00340312891070066450
5291903486552	228178101175	spL1Ip6pN22	B09MZXZ8BC	ZZWHHU5DXW	X001HC26ZZ	LPNHE651826742	00340312891070066450
5291903486552	228178102175	spL1Ip6pN22	B09MZXZ8BC	ZZWHIHV6Z8	X001HC26ZZ	LPNHE641329522	00340312891070066450
5291903486552	228178103175	spL1Ip6pN22	B09MZXZ8BC	ZZWHP5YG1E	X001HC26ZZ	LPNHE655688252	00340312891070066450
5288893221552	228178107175	spL18jMLl7k	B07JJ9Y5X2	ZZWHK9HCQG	X000X6IS2B	LPNHE656085730	00340312891070066429
5288893221552	228178108175	spL18jMLl7k	B07JJ9Y5X2	ZZWHQALDTG	X000X6IS2B	LPNHE655751608	00340312891070066429
5288893221552	228178109175	spL18jMLl7k	B07JJ9Y5X2	ZZWILUD90G	X000X6IS2B	LPNHE634180971	00340312891070066429
5288893221552	228178110175	spL18jMLl7k	B07JJ9Y5X2	ZZWJAPW4A2	X000X6IS2B	LPNHE635961717	00340312891070066429
5288893221552	228178111175	spL18jMLl7k	B07JJ9Y5X2	ZZWJB5DBYO	X000X6IS2B	LPNHE636829065	00340312891070066429
5288893221552	228178112175	spL18jMLl7k	B07JJ9Y5X2	ZZWJB5UI90	X000X6IS2B	LPNHE636829064	00340312891070066429
